timestamp,node,event,rssi_dbm,snr_db,rx_count,data,periode_ms,detail,raw_line
09:01:51.507,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:51.513,S1,RX_POLL,-71,8.75,203,,659,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 203
09:01:51.513,S1,TX_DATA,,,,203,,,[TX] S1:DATA:203
09:01:51.552,S2,IGNORE_REPLY,,,,,,S1:DATA:203,[IGNORE] S1:DATA:203
09:01:51.587,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:51.588,S2,RX_POLL,-81,9.25,203,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 9.25 dB | RX#: 203
09:01:51.589,S2,TX_DATA,,,,203,,,[TX] S2:DATA:203
09:01:51.631,S1,IGNORE_REPLY,,,,,,S2:DATA:203,[IGNORE] S2:DATA:203
09:01:52.162,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:52.168,S1,RX_POLL,-71,8.75,204,,656,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 204
09:01:52.169,S1,TX_DATA,,,,204,,,[TX] S1:DATA:204
09:01:52.207,S2,IGNORE_REPLY,,,,,,S1:DATA:204,[IGNORE] S1:DATA:204
09:01:52.242,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:52.244,S2,RX_POLL,-80,9.0,204,,655,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 9.00 dB | RX#: 204
09:01:52.248,S2,TX_DATA,,,,204,,,[TX] S2:DATA:204
09:01:52.287,S1,IGNORE_REPLY,,,,,,S2:DATA:204,[IGNORE] S2:DATA:204
09:01:52.817,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:52.823,S1,RX_POLL,-71,8.5,205,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.50 dB | RX#: 205
09:01:52.824,S1,TX_DATA,,,,205,,,[TX] S1:DATA:205
09:01:52.862,S2,IGNORE_REPLY,,,,,,S1:DATA:205,[IGNORE] S1:DATA:205
09:01:52.897,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:52.899,S2,RX_POLL,-80,9.0,205,,655,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 9.00 dB | RX#: 205
09:01:52.908,S2,TX_DATA,,,,205,,,[TX] S2:DATA:205
09:01:52.942,S1,IGNORE_REPLY,,,,,,S2:DATA:205,[IGNORE] S2:DATA:205
09:01:53.476,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:53.479,S1,RX_POLL,-71,8.75,206,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 206
09:01:53.479,S1,TX_DATA,,,,206,,,[TX] S1:DATA:206
09:01:53.522,S2,IGNORE_REPLY,,,,,,S1:DATA:206,[IGNORE] S1:DATA:206
09:01:53.552,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:53.555,S2,RX_POLL,-80,8.75,206,,656,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.75 dB | RX#: 206
09:01:53.558,S2,TX_DATA,,,,206,,,[TX] S2:DATA:206
09:01:53.598,S1,IGNORE_REPLY,,,,,,S2:DATA:206,[IGNORE] S2:DATA:206
09:01:54.132,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:54.134,S1,RX_POLL,-71,8.75,207,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 207
09:01:54.134,S1,TX_DATA,,,,207,,,[TX] S1:DATA:207
09:01:54.178,S2,IGNORE_REPLY,,,,,,S1:DATA:207,[IGNORE] S1:DATA:207
09:01:54.208,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:54.210,S2,RX_POLL,-81,8.75,207,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 8.75 dB | RX#: 207
09:01:54.214,S2,TX_DATA,,,,207,,,[TX] S2:DATA:207
09:01:54.253,S1,IGNORE_REPLY,,,,,,S2:DATA:207,[IGNORE] S2:DATA:207
09:01:54.788,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:54.789,S1,RX_POLL,-71,9.0,208,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 9.00 dB | RX#: 208
09:01:54.790,S1,TX_DATA,,,,208,,,[TX] S1:DATA:208
09:01:54.832,S2,IGNORE_REPLY,,,,,,S1:DATA:208,[IGNORE] S1:DATA:208
09:01:54.863,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:54.865,S2,RX_POLL,-81,8.5,208,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 8.50 dB | RX#: 208
09:01:54.869,S2,TX_DATA,,,,208,,,[TX] S2:DATA:208
09:01:54.908,S1,IGNORE_REPLY,,,,,,S2:DATA:208,[IGNORE] S2:DATA:208
09:01:55.444,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:55.445,S1,RX_POLL,-71,8.75,209,,656,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 209
09:01:55.446,S1,TX_DATA,,,,209,,,[TX] S1:DATA:209
09:01:55.487,S2,IGNORE_REPLY,,,,,,S1:DATA:209,[IGNORE] S1:DATA:209
09:01:55.519,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:55.525,S2,RX_POLL,-80,8.75,209,,660,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.75 dB | RX#: 209
09:01:55.525,S2,TX_DATA,,,,209,,,[TX] S2:DATA:209
09:01:55.564,S1,IGNORE_REPLY,,,,,,S2:DATA:209,[IGNORE] S2:DATA:209
09:01:56.098,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:56.100,S1,RX_POLL,-71,8.75,210,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 210
09:01:56.100,S1,TX_DATA,,,,210,,,[TX] S1:DATA:210
09:01:56.143,S2,IGNORE_REPLY,,,,,,S1:DATA:210,[IGNORE] S1:DATA:210
09:01:56.174,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:56.180,S2,RX_POLL,-81,8.5,210,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 8.50 dB | RX#: 210
09:01:56.180,S2,TX_DATA,,,,210,,,[TX] S2:DATA:210
09:01:56.219,S1,IGNORE_REPLY,,,,,,S2:DATA:210,[IGNORE] S2:DATA:210
09:01:56.754,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:56.756,S1,RX_POLL,-70,8.75,211,,656,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 211
09:01:56.759,S1,TX_DATA,,,,211,,,[TX] S1:DATA:211
09:01:56.798,S2,IGNORE_REPLY,,,,,,S1:DATA:211,[IGNORE] S1:DATA:211
09:01:56.829,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:56.835,S2,RX_POLL,-80,9.0,211,,655,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 9.00 dB | RX#: 211
09:01:56.835,S2,TX_DATA,,,,211,,,[TX] S2:DATA:211
09:01:56.874,S1,IGNORE_REPLY,,,,,,S2:DATA:211,[IGNORE] S2:DATA:211
09:01:57.409,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:57.411,S1,RX_POLL,-71,9.0,212,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 9.00 dB | RX#: 212
09:01:57.414,S1,TX_DATA,,,,212,,,[TX] S1:DATA:212
09:01:57.454,S2,IGNORE_REPLY,,,,,,S1:DATA:212,[IGNORE] S1:DATA:212
09:01:57.484,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:57.490,S2,RX_POLL,-80,8.75,212,,655,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.75 dB | RX#: 212
09:01:57.491,S2,TX_DATA,,,,212,,,[TX] S2:DATA:212
09:01:57.533,S1,IGNORE_REPLY,,,,,,S2:DATA:212,[IGNORE] S2:DATA:212
09:01:58.064,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:58.066,S1,RX_POLL,-68,8.25,213,,655,,[RX] POLL:1 | RSSI: -68 dBm | SNR: 8.25 dB | RX#: 213
09:01:58.070,S1,TX_DATA,,,,213,,,[TX] S1:DATA:213
09:01:58.109,S2,IGNORE_REPLY,,,,,,S1:DATA:213,[IGNORE] S1:DATA:213
09:01:58.144,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:58.146,S2,RX_POLL,-81,9.0,213,,656,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 9.00 dB | RX#: 213
09:01:58.147,S2,TX_DATA,,,,213,,,[TX] S2:DATA:213
09:01:58.189,S1,IGNORE_REPLY,,,,,,S2:DATA:213,[IGNORE] S2:DATA:213
09:01:58.719,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:58.722,S1,RX_POLL,-71,9.0,214,,656,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 9.00 dB | RX#: 214
09:01:58.726,S1,TX_DATA,,,,214,,,[TX] S1:DATA:214
09:01:58.764,S2,IGNORE_REPLY,,,,,,S1:DATA:214,[IGNORE] S1:DATA:214
09:01:58.800,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:58.802,S2,RX_POLL,-81,9.0,214,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 9.00 dB | RX#: 214
09:01:58.802,S2,TX_DATA,,,,214,,,[TX] S2:DATA:214
09:01:58.844,S1,IGNORE_REPLY,,,,,,S2:DATA:214,[IGNORE] S2:DATA:214
09:01:59.374,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:01:59.380,S1,RX_POLL,-71,8.75,215,,659,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 215
09:01:59.381,S1,TX_DATA,,,,215,,,[TX] S1:DATA:215
09:01:59.420,S2,IGNORE_REPLY,,,,,,S1:DATA:215,[IGNORE] S1:DATA:215
09:01:59.454,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:01:59.456,S2,RX_POLL,-81,9.0,215,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 9.00 dB | RX#: 215
09:01:59.457,S2,TX_DATA,,,,215,,,[TX] S2:DATA:215
09:01:59.499,S1,IGNORE_REPLY,,,,,,S2:DATA:215,[IGNORE] S2:DATA:215
09:02:00.030,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:00.037,S1,RX_POLL,-71,9.0,216,,656,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 9.00 dB | RX#: 216
09:02:00.037,S1,TX_DATA,,,,216,,,[TX] S1:DATA:216
09:02:00.075,S2,IGNORE_REPLY,,,,,,S1:DATA:216,[IGNORE] S1:DATA:216
09:02:00.110,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:00.112,S2,RX_POLL,-80,8.75,216,,656,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.75 dB | RX#: 216
09:02:00.112,S2,TX_DATA,,,,216,,,[TX] S2:DATA:216
09:02:00.155,S1,IGNORE_REPLY,,,,,,S2:DATA:216,[IGNORE] S2:DATA:216
09:02:00.686,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:00.691,S1,RX_POLL,-70,9.0,217,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 9.00 dB | RX#: 217
09:02:00.692,S1,TX_DATA,,,,217,,,[TX] S1:DATA:217
09:02:00.731,S2,IGNORE_REPLY,,,,,,S1:DATA:217,[IGNORE] S1:DATA:217
09:02:00.765,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:00.768,S2,RX_POLL,-80,8.5,217,,656,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.50 dB | RX#: 217
09:02:00.771,S2,TX_DATA,,,,217,,,[TX] S2:DATA:217
09:02:00.811,S1,IGNORE_REPLY,,,,,,S2:DATA:217,[IGNORE] S2:DATA:217
09:02:01.341,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:01.347,S1,RX_POLL,-70,8.75,218,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 218
09:02:01.347,S1,TX_DATA,,,,218,,,[TX] S1:DATA:218
09:02:01.389,S2,IGNORE_REPLY,,,,,,S1:DATA:218,[IGNORE] S1:DATA:218
09:02:01.421,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:01.423,S2,RX_POLL,-80,8.75,218,,655,,[RX] POLL:2 | RSSI: -80 dBm | SNR: 8.75 dB | RX#: 218
09:02:01.426,S2,TX_DATA,,,,218,,,[TX] S2:DATA:218
09:02:01.466,S1,IGNORE_REPLY,,,,,,S2:DATA:218,[IGNORE] S2:DATA:218
09:02:02.000,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:02.002,S1,RX_POLL,-71,8.75,219,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 219
09:02:02.002,S1,TX_DATA,,,,219,,,[TX] S1:DATA:219
09:02:02.045,S2,IGNORE_REPLY,,,,,,S1:DATA:219,[IGNORE] S1:DATA:219
09:02:02.076,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:02.078,S2,RX_POLL,-81,8.75,219,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 8.75 dB | RX#: 219
09:02:02.084,S2,TX_DATA,,,,219,,,[TX] S2:DATA:219
09:02:02.121,S1,IGNORE_REPLY,,,,,,S2:DATA:219,[IGNORE] S2:DATA:219
09:02:02.655,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:02.657,S1,RX_POLL,-70,8.5,220,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.50 dB | RX#: 220
09:02:02.658,S1,TX_DATA,,,,220,,,[TX] S1:DATA:220
09:02:02.700,S2,IGNORE_REPLY,,,,,,S1:DATA:220,[IGNORE] S1:DATA:220
09:02:02.731,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:02.733,S2,RX_POLL,-81,8.75,220,,655,,[RX] POLL:2 | RSSI: -81 dBm | SNR: 8.75 dB | RX#: 220
09:02:02.737,S2,TX_DATA,,,,220,,,[TX] S2:DATA:220
09:02:02.776,S1,IGNORE_REPLY,,,,,,S2:DATA:220,[IGNORE] S2:DATA:220
09:02:03.310,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:03.313,S1,RX_POLL,-70,9.0,221,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 9.00 dB | RX#: 221
09:02:03.313,S1,TX_DATA,,,,221,,,[TX] S1:DATA:221
09:02:03.357,S2,IGNORE_REPLY,,,,,,S1:DATA:221,[IGNORE] S1:DATA:221
09:02:03.386,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:03.389,S2,RX_POLL,-77,9.0,221,,655,,[RX] POLL:2 | RSSI: -77 dBm | SNR: 9.00 dB | RX#: 221
09:02:03.392,S2,TX_DATA,,,,221,,,[TX] S2:DATA:221
09:02:03.431,S1,IGNORE_REPLY,,,,,,S2:DATA:221,[IGNORE] S2:DATA:221
09:02:03.966,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:03.968,S1,RX_POLL,-70,8.75,222,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 222
09:02:03.968,S1,TX_DATA,,,,222,,,[TX] S1:DATA:222
09:02:04.011,S2,IGNORE_REPLY,,,,,,S1:DATA:222,[IGNORE] S1:DATA:222
09:02:04.042,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:04.048,S2,RX_POLL,-79,8.75,222,,659,,[RX] POLL:2 | RSSI: -79 dBm | SNR: 8.75 dB | RX#: 222
09:02:04.048,S2,TX_DATA,,,,222,,,[TX] S2:DATA:222
09:02:04.087,S1,IGNORE_REPLY,,,,,,S2:DATA:222,[IGNORE] S2:DATA:222
09:02:04.621,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:04.623,S1,RX_POLL,-70,8.75,223,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 223
09:02:04.627,S1,TX_DATA,,,,223,,,[TX] S1:DATA:223
09:02:04.666,S2,IGNORE_REPLY,,,,,,S1:DATA:223,[IGNORE] S1:DATA:223
09:02:04.697,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:04.703,S2,RX_POLL,-79,9.0,223,,655,,[RX] POLL:2 | RSSI: -79 dBm | SNR: 9.00 dB | RX#: 223
09:02:04.703,S2,TX_DATA,,,,223,,,[TX] S2:DATA:223
09:02:04.742,S1,IGNORE_REPLY,,,,,,S2:DATA:223,[IGNORE] S2:DATA:223
09:02:05.276,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:05.279,S1,RX_POLL,-71,9.0,224,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 9.00 dB | RX#: 224
09:02:05.282,S1,TX_DATA,,,,224,,,[TX] S1:DATA:224
09:02:05.322,S2,IGNORE_REPLY,,,,,,S1:DATA:224,[IGNORE] S1:DATA:224
09:02:05.353,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:05.359,S2,RX_POLL,-78,9.0,224,,656,,[RX] POLL:2 | RSSI: -78 dBm | SNR: 9.00 dB | RX#: 224
09:02:05.359,S2,TX_DATA,,,,224,,,[TX] S2:DATA:224
09:02:05.404,S1,IGNORE_REPLY,,,,,,S2:DATA:224,[IGNORE] S2:DATA:224
09:02:05.932,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:05.934,S1,RX_POLL,-70,8.75,225,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 225
09:02:05.938,S1,TX_DATA,,,,225,,,[TX] S1:DATA:225
09:02:05.977,S2,IGNORE_REPLY,,,,,,S1:DATA:225,[IGNORE] S1:DATA:225
09:02:06.012,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:06.014,S2,RX_POLL,-74,9.0,225,,655,,[RX] POLL:2 | RSSI: -74 dBm | SNR: 9.00 dB | RX#: 225
09:02:06.015,S2,TX_DATA,,,,225,,,[TX] S2:DATA:225
09:02:06.056,S1,IGNORE_REPLY,,,,,,S2:DATA:225,[IGNORE] S2:DATA:225
09:02:06.587,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:06.590,S1,RX_POLL,-70,8.75,226,,656,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 226
09:02:06.594,S1,TX_DATA,,,,226,,,[TX] S1:DATA:226
09:02:06.633,S2,IGNORE_REPLY,,,,,,S1:DATA:226,[IGNORE] S1:DATA:226
09:02:06.667,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:06.669,S2,RX_POLL,-72,9.0,226,,655,,[RX] POLL:2 | RSSI: -72 dBm | SNR: 9.00 dB | RX#: 226
09:02:06.670,S2,TX_DATA,,,,226,,,[TX] S2:DATA:226
09:02:06.712,S1,IGNORE_REPLY,,,,,,S2:DATA:226,[IGNORE] S2:DATA:226
09:02:07.243,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:07.248,S1,RX_POLL,-71,8.75,227,,659,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 227
09:02:07.249,S1,TX_DATA,,,,227,,,[TX] S1:DATA:227
09:02:07.288,S2,IGNORE_REPLY,,,,,,S1:DATA:227,[IGNORE] S1:DATA:227
09:02:07.322,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:07.324,S2,RX_POLL,-78,8.75,227,,655,,[RX] POLL:2 | RSSI: -78 dBm | SNR: 8.75 dB | RX#: 227
09:02:07.325,S2,TX_DATA,,,,227,,,[TX] S2:DATA:227
09:02:07.367,S1,IGNORE_REPLY,,,,,,S2:DATA:227,[IGNORE] S2:DATA:227
09:02:07.898,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:07.904,S1,RX_POLL,-70,9.0,228,,656,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 9.00 dB | RX#: 228
09:02:07.905,S1,TX_DATA,,,,228,,,[TX] S1:DATA:228
09:02:07.943,S2,IGNORE_REPLY,,,,,,S1:DATA:228,[IGNORE] S1:DATA:228
09:02:07.977,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:07.980,S2,RX_POLL,-76,8.75,228,,655,,[RX] POLL:2 | RSSI: -76 dBm | SNR: 8.75 dB | RX#: 228
09:02:07.980,S2,TX_DATA,,,,228,,,[TX] S2:DATA:228
09:02:08.022,S1,IGNORE_REPLY,,,,,,S2:DATA:228,[IGNORE] S2:DATA:228
09:02:08.553,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:08.560,S1,RX_POLL,-70,8.75,229,,656,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 229
09:02:08.561,S1,TX_DATA,,,,229,,,[TX] S1:DATA:229
09:02:08.599,S2,IGNORE_REPLY,,,,,,S1:DATA:229,[IGNORE] S1:DATA:229
09:02:08.634,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:08.635,S2,RX_POLL,-76,9.0,229,,656,,[RX] POLL:2 | RSSI: -76 dBm | SNR: 9.00 dB | RX#: 229
09:02:08.639,S2,TX_DATA,,,,229,,,[TX] S2:DATA:229
09:02:08.678,S1,IGNORE_REPLY,,,,,,S2:DATA:229,[IGNORE] S2:DATA:229
09:02:09.209,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:09.215,S1,RX_POLL,-70,9.0,230,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 9.00 dB | RX#: 230
09:02:09.215,S1,TX_DATA,,,,230,,,[TX] S1:DATA:230
09:02:09.257,S2,IGNORE_REPLY,,,,,,S1:DATA:230,[IGNORE] S1:DATA:230
09:02:09.289,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:09.290,S2,RX_POLL,-76,9.0,230,,655,,[RX] POLL:2 | RSSI: -76 dBm | SNR: 9.00 dB | RX#: 230
09:02:09.294,S2,TX_DATA,,,,230,,,[TX] S2:DATA:230
09:02:09.333,S1,IGNORE_REPLY,,,,,,S2:DATA:230,[IGNORE] S2:DATA:230
09:02:09.868,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:09.870,S1,RX_POLL,-70,9.0,231,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 9.00 dB | RX#: 231
09:02:09.870,S1,TX_DATA,,,,231,,,[TX] S1:DATA:231
09:02:09.913,S2,IGNORE_REPLY,,,,,,S1:DATA:231,[IGNORE] S1:DATA:231
09:02:09.944,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:09.946,S2,RX_POLL,-77,9.25,231,,655,,[RX] POLL:2 | RSSI: -77 dBm | SNR: 9.25 dB | RX#: 231
09:02:09.950,S2,TX_DATA,,,,231,,,[TX] S2:DATA:231
09:02:09.989,S1,IGNORE_REPLY,,,,,,S2:DATA:231,[IGNORE] S2:DATA:231
09:02:10.523,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:10.525,S1,RX_POLL,-71,8.75,232,,655,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.75 dB | RX#: 232
09:02:10.526,S1,TX_DATA,,,,232,,,[TX] S1:DATA:232
09:02:10.568,S2,IGNORE_REPLY,,,,,,S1:DATA:232,[IGNORE] S1:DATA:232
09:02:10.599,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:10.601,S2,RX_POLL,-77,8.75,232,,655,,[RX] POLL:2 | RSSI: -77 dBm | SNR: 8.75 dB | RX#: 232
09:02:10.605,S2,TX_DATA,,,,232,,,[TX] S2:DATA:232
09:02:10.644,S1,IGNORE_REPLY,,,,,,S2:DATA:232,[IGNORE] S2:DATA:232
09:02:11.179,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:11.181,S1,RX_POLL,-70,8.75,233,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 233
09:02:11.181,S1,TX_DATA,,,,233,,,[TX] S1:DATA:233
09:02:11.223,S2,IGNORE_REPLY,,,,,,S1:DATA:233,[IGNORE] S1:DATA:233
09:02:11.254,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:11.257,S2,RX_POLL,-76,9.0,233,,656,,[RX] POLL:2 | RSSI: -76 dBm | SNR: 9.00 dB | RX#: 233
09:02:11.261,S2,TX_DATA,,,,233,,,[TX] S2:DATA:233
09:02:11.300,S1,IGNORE_REPLY,,,,,,S2:DATA:233,[IGNORE] S2:DATA:233
09:02:11.834,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:11.836,S1,RX_POLL,-70,8.75,234,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 234
09:02:11.836,S1,TX_DATA,,,,234,,,[TX] S1:DATA:234
09:02:11.879,S2,IGNORE_REPLY,,,,,,S1:DATA:234,[IGNORE] S1:DATA:234
09:02:11.910,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:11.916,S2,RX_POLL,-74,8.5,234,,659,,[RX] POLL:2 | RSSI: -74 dBm | SNR: 8.50 dB | RX#: 234
09:02:11.916,S2,TX_DATA,,,,234,,,[TX] S2:DATA:234
09:02:11.955,S1,IGNORE_REPLY,,,,,,S2:DATA:234,[IGNORE] S2:DATA:234
09:02:12.489,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:12.491,S1,RX_POLL,-70,8.75,235,,655,,[RX] POLL:1 | RSSI: -70 dBm | SNR: 8.75 dB | RX#: 235
09:02:12.492,S1,TX_DATA,,,,235,,,[TX] S1:DATA:235
09:02:12.534,S2,IGNORE_REPLY,,,,,,S1:DATA:235,[IGNORE] S1:DATA:235
09:02:12.565,S1,IGNORE_POLL,,,,,,POLL:2,[IGNORE] POLL:2
09:02:12.571,S2,RX_POLL,-76,8.75,235,,655,,[RX] POLL:2 | RSSI: -76 dBm | SNR: 8.75 dB | RX#: 235
09:02:12.571,S2,TX_DATA,,,,235,,,[TX] S2:DATA:235
09:02:12.610,S1,IGNORE_REPLY,,,,,,S2:DATA:235,[IGNORE] S2:DATA:235
09:02:13.145,S2,IGNORE_POLL,,,,,,POLL:1,[IGNORE] POLL:1
09:02:13.147,S1,RX_POLL,-71,8.5,236,,656,,[RX] POLL:1 | RSSI: -71 dBm | SNR: 8.50 dB | RX#: 236
09:02:13.151,S1,TX_DATA,,,,236,,,[TX] S1:DATA:236
09:02:13.190,S2,IGNORE_REPLY,,,,,,S1:DATA:236,[IGNORE] S1:DATA:236
